Designator,Footprint,Quantity,Value,LCSC Part #
"J1, J10, J11, J12, J2, J3, J4, J5, J6, J7, J8, J9",JST_EH_B3B-EH-A_1x03_P2.50mm_Vertical,12,JST_EH_B3B-EH-A_1x03_P2.50mm_Vertical,
